index,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,Year,Tm,Playoff
19,0.33,105,0.294,0.19,0.038,0.243,0.092,0.272,0.38299999999999995,0.258,0.63,0.285,0.525,0.19,4.9,-0.01,3.4,0.29,0.72,0.35,2017,Oakland Athletics,No
20,0.32,90,0.304,0.159,0.027999999999999997,0.231,0.081,0.254,0.455,0.207,0.86,0.281,0.519,0.2,-8.5,-0.013000000000000001,-49.8,0.29,0.7,0.37,2017,Philadelphia Phillies,No
21,0.313,86,0.286,0.142,0.025,0.198,0.085,0.251,0.466,0.209,0.9,0.265,0.537,0.19899999999999998,-5.1,-0.017,-70.8,0.29,0.65,0.4,2017,Pittsburgh Pirates,No
22,0.306,82,0.287,0.16,0.032,0.252,0.077,0.244,0.42100000000000004,0.214,0.77,0.295,0.521,0.184,-6.9,-0.02,-129.6,0.26,0.73,0.43,2017,San Diego Padres,No
23,0.328,103,0.3,0.165,0.032,0.20600000000000002,0.079,0.249,0.44,0.22699999999999998,0.8,0.284,0.541,0.17600000000000002,1.2,-0.003,9.5,0.3,0.72,0.37,2017,Seattle Mariners,No
24,0.305,79,0.294,0.132,0.021,0.196,0.076,0.24,0.465,0.207,0.9,0.271,0.537,0.191,-14.3,-0.028999999999999998,-116.1,0.29,0.69,0.41,2017,San Francisco Giants,No
25,0.334,99,0.304,0.17,0.032,0.217,0.095,0.258,0.426,0.231,0.77,0.28300000000000003,0.544,0.17300000000000001,-2.4,-0.02,19.0,0.3,0.72,0.4,2017,St. Louis Cardinals,No
26,0.321,98,0.296,0.178,0.037000000000000005,0.25,0.08900000000000001,0.239,0.431,0.235,0.78,0.297,0.523,0.179,-5.3,-0.035,-53.9,0.27,0.72,0.4,2017,Tampa Bay Rays,No
27,0.329,90,0.291,0.186,0.039,0.244,0.08900000000000001,0.235,0.431,0.24100000000000002,0.78,0.32299999999999995,0.517,0.161,-1.6,-0.011000000000000001,12.9,0.32,0.72,0.44,2017,Texas Rangers,No
28,0.318,90,0.276,0.172,0.036000000000000004,0.21600000000000003,0.08800000000000001,0.237,0.43700000000000006,0.235,0.79,0.28,0.54,0.179,-7.9,-0.025,-83.8,0.27,0.69,0.35,2017,Toronto Blue Jays,No
29,0.341,98,0.311,0.183,0.035,0.214,0.087,0.254,0.433,0.22899999999999998,0.79,0.28300000000000003,0.53,0.187,3.4,0.046,74.2,0.32,0.78,0.41,2017,Washington Nationals,Yes
0,0.317,84,0.286,0.162,0.028999999999999998,0.237,0.091,0.255,0.433,0.226,0.79,0.294,0.524,0.182,-2.5,-0.021,-30.1,0.3,0.76,0.45,2018,Arizona Diamondbacks,No
1,0.33,98,0.302,0.161,0.027999999999999997,0.20600000000000002,0.08199999999999999,0.26,0.423,0.231,0.76,0.308,0.511,0.18100000000000002,2.5,0.023,54.7,0.31,0.71,0.44,2018,Atlanta Braves,Yes
2,0.305,88,0.286,0.152,0.031,0.23399999999999999,0.07,0.24,0.442,0.22899999999999998,0.81,0.27399999999999997,0.53,0.19699999999999998,-19.2,-0.018000000000000002,-115.5,0.27,0.79,0.41,2018,Baltimore Orioles,No
3,0.35,113,0.309,0.185,0.033,0.19899999999999998,0.09,0.252,0.43700000000000006,0.235,0.78,0.295,0.519,0.18600000000000003,15.0,0.068,136.0,0.34,0.8,0.37,2018,Boston Red Sox,Yes
4,0.33,96,0.313,0.152,0.026000000000000002,0.218,0.09,0.254,0.45799999999999996,0.201,0.88,0.292,0.521,0.187,0.3,-0.026000000000000002,44.1,0.3,0.63,0.43,2018,Chicago Cubs,Yes
5,0.311,92,0.304,0.16,0.03,0.263,0.07,0.253,0.44799999999999995,0.21600000000000003,0.83,0.281,0.527,0.193,-9.2,-0.021,-80.4,0.28,0.71,0.41,2018,Chicago White Sox,No
6,0.325,93,0.307,0.148,0.027999999999999997,0.221,0.09,0.27,0.40399999999999997,0.237,0.71,0.276,0.532,0.192,-6.5,-0.019,-15.0,0.28,0.7,0.35,2018,Cincinnati Reds,No
7,0.339,106,0.291,0.176,0.034,0.18899999999999997,0.08800000000000001,0.263,0.405,0.243,0.7,0.306,0.528,0.166,-0.9,0.006999999999999999,73.3,0.31,0.79,0.41,2018,Cleveland Indians,Yes
8,0.337,89,0.304,0.179,0.034,0.226,0.08199999999999999,0.249,0.455,0.21899999999999997,0.87,0.26899999999999996,0.537,0.195,5.9,0.027999999999999997,30.4,0.32,0.74,0.47,2018,Colorado Rockies,Yes
9,0.304,83,0.293,0.138,0.022000000000000002,0.222,0.071,0.262,0.425,0.218,0.76,0.285,0.518,0.19699999999999998,-10.8,-0.035,-113.6,0.29,0.7,0.39,2018,Detroit Tigers,No
10,0.333,107,0.289,0.17,0.033,0.195,0.092,0.242,0.42,0.244,0.74,0.298,0.54,0.161,3.2,0.031,74.5,0.32,0.73,0.39,2018,Houston Astros,Yes
11,0.311,89,0.293,0.146,0.026000000000000002,0.21600000000000003,0.07,0.258,0.41200000000000003,0.243,0.72,0.28800000000000003,0.528,0.185,-14.3,-0.023,-103.5,0.29,0.75,0.41,2018,Kansas City Royals,No
12,0.32,98,0.277,0.171,0.035,0.213,0.084,0.253,0.41600000000000004,0.242,0.72,0.31,0.528,0.162,-0.4,-0.003,-4.6,0.29,0.8,0.42,2018,Los Angeles Angels,No
13,0.344,111,0.294,0.191,0.037000000000000005,0.226,0.102,0.252,0.40299999999999997,0.252,0.69,0.294,0.527,0.179,2.4,0.059000000000000004,100.7,0.3,0.76,0.45,2018,Los Angeles Dodgers,Yes
14,0.301,85,0.293,0.119,0.021,0.228,0.075,0.24600000000000002,0.473,0.19399999999999998,0.93,0.254,0.557,0.18899999999999997,-10.5,-0.017,-91.0,0.27,0.59,0.4,2018,Miami Marlins,No
15,0.335,100,0.302,0.172,0.035,0.235,0.087,0.245,0.45799999999999996,0.218,0.87,0.265,0.544,0.191,7.4,0.065,46.7,0.3,0.79,0.39,2018,Milwaukee Brewers,Yes
16,0.317,94,0.298,0.155,0.027000000000000003,0.21600000000000003,0.087,0.252,0.402,0.252,0.68,0.302,0.521,0.177,-0.7,-0.024,-0.2,0.32,0.64,0.46,2018,Minnesota Twins,No
17,0.315,97,0.283,0.154,0.027999999999999997,0.22699999999999998,0.092,0.237,0.418,0.244,0.73,0.28800000000000003,0.532,0.18,-7.3,-0.013000000000000001,-8.5,0.29,0.65,0.44,2018,New York Mets,No
18,0.341,112,0.285,0.202,0.043,0.22699999999999998,0.1,0.233,0.418,0.261,0.73,0.292,0.532,0.17600000000000002,10.3,0.055999999999999994,120.1,0.32,0.75,0.41,2018,New York Yankees,Yes
19,0.334,111,0.294,0.187,0.036000000000000004,0.221,0.08800000000000001,0.256,0.401,0.258,0.67,0.28600000000000003,0.527,0.187,3.8,0.003,86.7,0.32,0.63,0.45,2018,Oakland Athletics,Yes
20,0.316,87,0.289,0.158,0.03,0.248,0.095,0.23199999999999998,0.425,0.239,0.76,0.305,0.512,0.182,-5.6,-0.042,-29.9,0.28,0.73,0.38,2018,Philadelphia Phillies,No
21,0.321,97,0.298,0.154,0.026000000000000002,0.203,0.078,0.251,0.436,0.226,0.8,0.27899999999999997,0.52,0.201,-1.0,0.001,9.8,0.3,0.65,0.41,2018,Pittsburgh Pirates,No
22,0.303,86,0.294,0.145,0.027000000000000003,0.251,0.078,0.24,0.462,0.201,0.89,0.278,0.54,0.18100000000000002,-9.6,-0.019,-73.9,0.28,0.73,0.39,2018,San Diego Padres,No
23,0.318,102,0.295,0.154,0.028999999999999998,0.201,0.071,0.245,0.451,0.226,0.85,0.29,0.53,0.18,1.4,0.006,-36.4,0.28,0.68,0.38,2018,Seattle Mariners,No
24,0.299,84,0.299,0.129,0.022000000000000002,0.24,0.073,0.256,0.44299999999999995,0.217,0.82,0.27,0.528,0.20199999999999999,-8.8,-0.02,-83.3,0.28,0.69,0.4,2018,San Francisco Giants,No
25,0.324,98,0.294,0.16,0.033,0.223,0.085,0.249,0.426,0.24,0.77,0.281,0.531,0.18899999999999997,6.6,0.04,67.0,0.31,0.66,0.41,2018,St. Louis Cardinals,No
26,0.328,105,0.317,0.148,0.024,0.22399999999999998,0.087,0.252,0.455,0.20800000000000002,0.86,0.268,0.522,0.21,-3.3,-0.032,-3.6,0.29,0.72,0.4,2018,Tampa Bay Rays,No
27,0.321,88,0.292,0.164,0.032,0.24100000000000002,0.09,0.242,0.434,0.233,0.8,0.287,0.53,0.183,-7.2,-0.017,-27.4,0.3,0.68,0.42,2018,Texas Rangers,No
28,0.324,102,0.286,0.183,0.036000000000000004,0.228,0.08199999999999999,0.25,0.415,0.249,0.71,0.29,0.523,0.188,-0.7,-0.004,-15.8,0.29,0.61,0.35,2018,Toronto Blue Jays,No
29,0.335,96,0.297,0.164,0.03,0.205,0.1,0.25,0.435,0.22,0.8,0.27699999999999997,0.534,0.18899999999999997,-1.9,-0.040999999999999995,55.9,0.3,0.78,0.39,2018,Washington Nationals,No
0,0.329,93,0.293,0.182,0.035,0.215,0.086,0.244,0.43,0.242,0.78,0.298,0.529,0.17300000000000001,-1.8,-0.027000000000000003,38.0,0.32,0.86,0.44,2019,Arizona Diamondbacks,No
1,0.342,98,0.305,0.195,0.04,0.233,0.098,0.27399999999999997,0.40299999999999997,0.25,0.69,0.307,0.505,0.188,7.1,0.065,80.4,0.32,0.76,0.45,2019,Atlanta Braves,Yes
2,0.316,90,0.293,0.168,0.034,0.23199999999999998,0.075,0.244,0.436,0.22699999999999998,0.8,0.299,0.531,0.171,-11.5,-0.023,-80.7,0.3,0.74,0.4,2019,Baltimore Orioles,No
3,0.347,107,0.313,0.197,0.038,0.213,0.091,0.247,0.43,0.249,0.76,0.285,0.528,0.187,1.3,0.011000000000000001,77.7,0.33,0.69,0.44,2019,Boston Red Sox,No
4,0.337,101,0.297,0.2,0.040999999999999995,0.23600000000000002,0.094,0.24600000000000002,0.45299999999999996,0.223,0.85,0.28600000000000003,0.529,0.185,1.7,0.012,52.6,0.31,0.65,0.44,2019,Chicago Cubs,No
5,0.318,94,0.329,0.153,0.03,0.256,0.063,0.259,0.456,0.20800000000000002,0.86,0.272,0.529,0.2,-4.6,-0.003,-70.2,0.3,0.69,0.4,2019,Chicago White Sox,No
6,0.32,83,0.288,0.178,0.037000000000000005,0.235,0.081,0.247,0.415,0.249,0.73,0.287,0.512,0.201,-13.3,-0.046,-79.4,0.28,0.68,0.38,2019,Cincinnati Reds,No
7,0.326,93,0.289,0.183,0.036000000000000004,0.218,0.092,0.237,0.423,0.24600000000000002,0.76,0.315,0.516,0.17,-2.5,-0.027999999999999997,-30.8,0.31,0.75,0.42,2019,Cleveland Indians,No
8,0.337,86,0.321,0.19,0.036000000000000004,0.239,0.078,0.262,0.419,0.23399999999999999,0.75,0.27,0.534,0.196,-2.1,0.003,10.3,0.34,0.7,0.46,2019,Colorado Rockies,No
9,0.297,76,0.308,0.148,0.025,0.264,0.065,0.264,0.41700000000000004,0.237,0.73,0.27399999999999997,0.535,0.191,-21.5,-0.031,-228.9,0.26,0.74,0.42,2019,Detroit Tigers,No
10,0.36,119,0.296,0.221,0.045,0.182,0.10099999999999999,0.256,0.41,0.242,0.71,0.305,0.531,0.165,6.6,0.031,119.5,0.32,0.71,0.33,2019,Houston Astros,Yes
11,0.31,84,0.301,0.154,0.027000000000000003,0.231,0.075,0.25,0.43799999999999994,0.22699999999999998,0.8,0.28600000000000003,0.527,0.187,-12.4,-0.013999999999999999,-113.1,0.31,0.75,0.4,2019,Kansas City Royals,No
12,0.324,96,0.281,0.175,0.035,0.204,0.094,0.251,0.431,0.23399999999999999,0.76,0.318,0.511,0.172,-5.7,-0.008,-32.3,0.3,0.76,0.37,2019,Los Angeles Angels,No
13,0.347,111,0.291,0.215,0.044000000000000004,0.21600000000000003,0.09699999999999999,0.253,0.401,0.257,0.69,0.31,0.516,0.174,11.9,0.052000000000000005,139.0,0.33,0.85,0.4,2019,Los Angeles Dodgers,Yes
14,0.297,76,0.3,0.134,0.024,0.243,0.065,0.23800000000000002,0.48100000000000004,0.213,0.95,0.24100000000000002,0.5579999999999999,0.201,-17.5,-0.031,-147.7,0.28,0.65,0.36,2019,Miami Marlins,No
15,0.332,96,0.296,0.192,0.04,0.248,0.1,0.245,0.434,0.244,0.78,0.275,0.528,0.196,1.0,-0.009000000000000001,-4.0,0.28,0.8,0.39,2019,Milwaukee Brewers,Yes
16,0.353,118,0.3,0.224,0.048,0.209,0.08199999999999999,0.267,0.384,0.26,0.63,0.316,0.519,0.165,10.0,0.071,147.8,0.34,0.57,0.4,2019,Minnesota Twins,Yes
17,0.334,106,0.299,0.185,0.039,0.22,0.08199999999999999,0.253,0.445,0.225,0.83,0.273,0.54,0.187,3.6,0.001,45.9,0.3,0.67,0.38,2019,New York Mets,No
18,0.352,118,0.306,0.222,0.049,0.23,0.091,0.254,0.41700000000000004,0.249,0.72,0.275,0.541,0.184,13.6,0.084,171.7,0.35,0.71,0.4,2019,New York Yankees,Yes
19,0.335,110,0.282,0.199,0.040999999999999995,0.213,0.092,0.249,0.41200000000000003,0.254,0.71,0.301,0.521,0.17800000000000002,7.0,0.059000000000000004,71.6,0.33,0.7,0.42,2019,Oakland Athletics,Yes
20,0.324,90,0.293,0.181,0.034,0.23199999999999998,0.09,0.248,0.42,0.22899999999999998,0.75,0.284,0.534,0.183,-1.7,-0.001,0.2,0.31,0.81,0.4,2019,Philadelphia Phillies,No
21,0.323,94,0.309,0.156,0.026000000000000002,0.195,0.068,0.255,0.461,0.207,0.88,0.27,0.531,0.19899999999999998,-0.5,-0.003,-4.1,0.32,0.69,0.42,2019,Pittsburgh Pirates,No
22,0.312,89,0.293,0.172,0.036000000000000004,0.263,0.084,0.22399999999999998,0.45299999999999996,0.22399999999999998,0.86,0.273,0.547,0.18,-10.3,-0.027000000000000003,-62.4,0.28,0.65,0.45,2019,San Diego Padres,No
23,0.321,100,0.287,0.187,0.039,0.255,0.095,0.249,0.405,0.255,0.69,0.295,0.515,0.19,-3.2,0.002,-18.8,0.3,0.71,0.4,2019,Seattle Mariners,No
24,0.304,83,0.29,0.153,0.027000000000000003,0.233,0.077,0.256,0.425,0.237,0.76,0.287,0.522,0.192,-11.0,-0.04,-84.6,0.3,0.63,0.41,2019,San Francisco Giants,No
25,0.327,96,0.292,0.17,0.034,0.23,0.091,0.249,0.408,0.245,0.71,0.281,0.546,0.17300000000000001,0.7,0.02,19.9,0.31,0.8,0.43,2019,St. Louis Cardinals,Yes
26,0.327,102,0.306,0.178,0.035,0.23800000000000002,0.086,0.256,0.445,0.226,0.81,0.28300000000000003,0.525,0.193,-2.1,-0.011000000000000001,-15.6,0.3,0.72,0.41,2019,Tampa Bay Rays,Yes
27,0.328,88,0.304,0.183,0.036000000000000004,0.254,0.086,0.256,0.429,0.231,0.77,0.287,0.527,0.187,-3.8,-0.011000000000000001,-21.4,0.33,0.78,0.41,2019,Texas Rangers,No
28,0.316,93,0.28,0.192,0.040999999999999995,0.249,0.084,0.244,0.39899999999999997,0.259,0.67,0.309,0.528,0.163,-10.1,-0.033,-65.6,0.29,0.72,0.38,2019,Toronto Blue Jays,No
29,0.346,104,0.306,0.19,0.037000000000000005,0.209,0.09300000000000001,0.25,0.40399999999999997,0.245,0.71,0.29600000000000004,0.524,0.18,8.9,0.049,113.5,0.34,0.8,0.41,2019,Washington Nationals,Yes
0,0.308,86,0.295,0.146,0.023,0.23800000000000002,0.087,0.23600000000000002,0.425,0.25,0.76,0.292,0.523,0.185,-10.4,-0.011000000000000001,-66.9,0.3,0.73,0.43,2021,Arizona Diamondbacks,No
1,0.33,95,0.288,0.191,0.04,0.24,0.091,0.24100000000000002,0.401,0.27899999999999997,0.68,0.295,0.5429999999999999,0.162,-0.9,0.005,41.9,0.33,0.76,0.44,2021,Atlanta Braves,Yes
2,0.308,90,0.29,0.163,0.033,0.243,0.075,0.239,0.414,0.256,0.72,0.28600000000000003,0.531,0.183,-12.6,-0.027000000000000003,-99.8,0.28,0.7,0.39,2021,Baltimore Orioles,No
3,0.337,104,0.309,0.188,0.036000000000000004,0.226,0.084,0.25,0.405,0.264,0.69,0.28,0.528,0.192,5.8,0.048,56.0,0.34,0.66,0.41,2021,Boston Red Sox,Yes
4,0.32,92,0.296,0.171,0.035,0.267,0.084,0.217,0.442,0.257,0.82,0.292,0.535,0.17300000000000001,-4.5,-0.045,-30.4,0.3,0.7,0.4,2021,Chicago Cubs,No
5,0.336,108,0.31,0.166,0.031,0.228,0.096,0.242,0.45899999999999996,0.235,0.86,0.272,0.541,0.187,4.1,0.033,59.6,0.32,0.74,0.44,2021,Chicago White Sox,Yes
6,0.334,93,0.296,0.182,0.036000000000000004,0.231,0.09,0.24,0.418,0.266,0.74,0.301,0.524,0.175,-5.1,-0.048,-1.4,0.31,0.6,0.35,2021,Cincinnati Reds,No
7,0.314,94,0.282,0.169,0.034,0.235,0.077,0.23600000000000002,0.434,0.242,0.78,0.284,0.542,0.174,-4.6,-0.022000000000000002,-28.7,0.32,0.87,0.43,2021,Cleveland Indians,No
8,0.323,84,0.299,0.165,0.03,0.226,0.08199999999999999,0.22699999999999998,0.44,0.253,0.82,0.25,0.56,0.19,-3.5,-0.012,-30.8,0.32,0.77,0.45,2021,Colorado Rockies,No
9,0.311,94,0.3,0.158,0.03,0.253,0.08199999999999999,0.248,0.415,0.265,0.72,0.29100000000000004,0.519,0.19,-6.7,-0.026000000000000002,-46.0,0.31,0.78,0.41,2021,Detroit Tigers,No
10,0.341,113,0.303,0.177,0.035,0.19399999999999998,0.09,0.252,0.406,0.266,0.69,0.29100000000000004,0.542,0.16699999999999998,4.6,0.042,106.6,0.33,0.77,0.36,2021,Houston Astros,Yes
11,0.31,88,0.292,0.147,0.027000000000000003,0.21,0.07,0.22899999999999998,0.428,0.263,0.77,0.29,0.547,0.163,-4.4,-0.018000000000000002,-77.8,0.31,0.79,0.39,2021,Kansas City Royals,No
12,0.312,90,0.294,0.162,0.032,0.23199999999999998,0.077,0.243,0.42700000000000005,0.24600000000000002,0.77,0.28600000000000003,0.53,0.184,-4.0,-0.009000000000000001,-29.5,0.32,0.75,0.41,2021,Los Angeles Angels,No
13,0.335,101,0.284,0.185,0.038,0.226,0.098,0.228,0.4,0.298,0.68,0.299,0.536,0.166,3.3,0.015,83.1,0.33,0.79,0.39,2021,Los Angeles Dodgers,Yes
14,0.3,78,0.296,0.139,0.027000000000000003,0.262,0.076,0.22899999999999998,0.45299999999999996,0.235,0.85,0.266,0.547,0.187,-14.5,-0.045,-113.4,0.28,0.79,0.41,2021,Miami Marlins,No
15,0.319,91,0.283,0.163,0.032,0.24,0.096,0.23,0.433,0.258,0.78,0.29100000000000004,0.534,0.175,-2.4,-0.013000000000000001,-9.3,0.31,0.8,0.42,2021,Milwaukee Brewers,Yes
16,0.322,102,0.282,0.182,0.038,0.231,0.086,0.243,0.424,0.265,0.74,0.315,0.526,0.159,-5.1,-0.016,-25.0,0.29,0.78,0.37,2021,Minnesota Twins,No
17,0.315,92,0.291,0.152,0.03,0.23800000000000002,0.085,0.231,0.435,0.252,0.79,0.281,0.537,0.18100000000000002,-9.3,-0.067,-62.8,0.28,0.68,0.37,2021,New York Mets,No
18,0.321,100,0.285,0.169,0.037000000000000005,0.245,0.10300000000000001,0.23199999999999998,0.433,0.255,0.78,0.27699999999999997,0.537,0.18600000000000003,1.1,0.013999999999999999,-40.8,0.28,0.78,0.36,2021,New York Yankees,Yes
19,0.32,104,0.278,0.168,0.033,0.221,0.08900000000000001,0.233,0.41,0.27699999999999997,0.7,0.298,0.542,0.161,2.4,0.008,11.2,0.31,0.81,0.46,2021,Oakland Athletics,No
20,0.323,94,0.286,0.168,0.033,0.23,0.09300000000000001,0.23399999999999999,0.43799999999999994,0.237,0.82,0.28,0.53,0.19,1.8,-0.01,3.6,0.31,0.8,0.41,2021,Philadelphia Phillies,No
21,0.301,80,0.29,0.128,0.021,0.222,0.08800000000000001,0.242,0.44799999999999995,0.23399999999999999,0.84,0.272,0.557,0.171,-10.0,-0.034,-117.0,0.28,0.67,0.36,2021,Pittsburgh Pirates,No
22,0.32,101,0.287,0.159,0.028999999999999998,0.21600000000000003,0.096,0.24,0.45,0.22,0.84,0.27399999999999997,0.5539999999999999,0.172,-4.2,-0.019,6.7,0.31,0.74,0.41,2021,San Diego Padres,No
23,0.304,93,0.273,0.159,0.033,0.248,0.08900000000000001,0.22699999999999998,0.41700000000000004,0.273,0.72,0.29100000000000004,0.542,0.16699999999999998,1.5,0.0,-42.3,0.31,0.73,0.34,2021,Seattle Mariners,No
24,0.339,108,0.295,0.191,0.039,0.23600000000000002,0.09699999999999999,0.23399999999999999,0.395,0.287,0.67,0.302,0.531,0.16699999999999998,7.9,0.066,65.3,0.31,0.83,0.38,2021,San Francisco Giants,Yes
25,0.322,101,0.287,0.168,0.033,0.22399999999999998,0.08,0.228,0.405,0.282,0.7,0.295,0.5379999999999999,0.16699999999999998,1.2,-0.013000000000000001,3.6,0.3,0.8,0.43,2021,St. Louis Cardinals,Yes
26,0.328,112,0.294,0.186,0.036000000000000004,0.248,0.094,0.22899999999999998,0.424,0.262,0.74,0.294,0.529,0.177,8.0,0.061,120.0,0.35,0.68,0.47,2021,Tampa Bay Rays,Yes
27,0.297,82,0.28,0.143,0.027999999999999997,0.23199999999999998,0.073,0.225,0.46299999999999997,0.233,0.88,0.271,0.544,0.185,-16.7,-0.028999999999999998,-136.9,0.29,0.79,0.41,2021,Texas Rangers,No
28,0.345,113,0.296,0.2,0.043,0.201,0.08199999999999999,0.245,0.405,0.271,0.69,0.287,0.5379999999999999,0.17600000000000002,3.7,0.028999999999999998,103.8,0.33,0.8,0.41,2021,Toronto Blue Jays,No
29,0.335,110,0.307,0.159,0.03,0.213,0.094,0.242,0.47,0.21899999999999997,0.92,0.264,0.557,0.179,-2.0,-0.011000000000000001,13.0,0.29,0.68,0.36,2021,Washington Nationals,No
